User-ID,User-Name,Location,Age,Password
77307,User-77307,"pittsburgh, pennsylvania, usa",19.0,u77307
77383,User-77383,"ottawa, ontario, canada",25.0,u77383
77480,User-77480,"gig harbor, washington, usa",51.0,u77480
77491,User-77491,"washington, dc, usa",25.0,u77491
77724,User-77724,"mission viejo, california, usa",43.0,u77724
77772,User-77772,"lynnwood, washington, usa",13.0,u77772
77809,User-77809,"atlantic highlands, new jersey, usa",29.0,u77809
77940,User-77940,"melaka, melaka, malaysia",,u77940
78015,User-78015,"enfield, connecticut, usa",32.0,u78015
78328,User-78328,"mount airy, maryland, usa",24.0,u78328
78440,User-78440,"houston, texas, usa",52.0,u78440
78448,User-78448,"fairfax, virginia, usa",,u78448
78496,User-78496,"hampton, illinois, usa",,u78496
78553,User-78553,"el cajon, california, usa",40.0,u78553
78778,User-78778,"portland, oregon, usa",,u78778
78783,User-78783,"chantilly, virginia, usa",49.0,u78783
78834,User-78834,"honolulu, hawaii, usa",28.0,u78834
78841,User-78841,"prior lake, minnesota, usa",42.0,u78841
78846,User-78846,"daphne, alabama, usa",58.0,u78846
78973,User-78973,"amadora, lisboa, portugal",29.0,u78973
79009,User-79009,"wellsburg, west virginia, usa",,u79009
79215,User-79215,"valley center, california, usa",,u79215
79266,User-79266,"lakeland, florida, usa",,u79266
79285,User-79285,"boise, idaho, usa",,u79285
79441,User-79441,"spruce grove, alberta, canada",43.0,u79441
79724,User-79724,"n/a, massachusetts, usa",,u79724
79736,User-79736,"sellersville, pennsylvania, usa",26.0,u79736
79740,User-79740,"st. louis, missouri, usa",24.0,u79740
79923,User-79923,"toronto, ontario, canada",,u79923
79977,User-79977,"chesapeake, virginia, usa",35.0,u79977
80071,User-80071,"salt lake city, utah, usa",28.0,u80071
80203,User-80203,"olympia, wa, usa",34.0,u80203
80453,User-80453,"overland park, kansas, usa",24.0,u80453
80516,User-80516,"columbus, ohio, usa",36.0,u80516
80538,User-80538,"lisboa, lisboa, portugal",32.0,u80538
80555,User-80555,"warminster, wiltshire, united kingdom",20.0,u80555
80642,User-80642,"st louis, missouri, usa",43.0,u80642
80661,User-80661,"mahwah, ,",,u80661
80683,User-80683,"new castle, delaware, usa",27.0,u80683
80684,User-80684,"hillsboro, oregon, usa",,u80684
80690,User-80690,"austin, texas, usa",,u80690
80810,User-80810,"warrensburg, missouri, usa",33.0,u80810
80820,User-80820,"concord, california, usa",,u80820
80837,User-80837,"fort myers, florida, usa",34.0,u80837
80945,User-80945,"freiburg, baden-württemberg, germany",46.0,u80945
81121,User-81121,"chesterfield, missouri, usa",,u81121
81136,User-81136,"prescott, arizona, usa",41.0,u81136
81207,User-81207,"maia, porto, portugal",20.0,u81207
81216,User-81216,"lake jackson, texas, usa",,u81216
81263,User-81263,"shanghai, shanghai, china",17.0,u81263
81274,User-81274,"london, england, united kingdom",28.0,u81274
81298,User-81298,"savannah, georgia, usa",20.0,u81298
81303,User-81303,"waterloo, iowa, usa",26.0,u81303
81318,User-81318,"cambridge, massachusetts, usa",25.0,u81318
81368,User-81368,"mesa, arizona, usa",28.0,u81368
81484,User-81484,"tempe, arizona, usa",21.0,u81484
81492,User-81492,"san antonio, texas, usa",28.0,u81492
81560,User-81560,"christchurch, canterbury, new zealand",,u81560
81597,User-81597,"wichita, kansas, usa",,u81597
81682,User-81682,"bluffton, south carolina,",36.0,u81682
81771,User-81771,"sacramento, california, usa",37.0,u81771
81848,User-81848,"springfield, illinois, usa",35.0,u81848
81950,User-81950,"wien, wien, austria",23.0,u81950
81977,User-81977,"minneapolis, minnesota, usa",34.0,u81977
82407,User-82407,"washington, dc, usa",,u82407
82497,User-82497,"yulee, florida, usa",47.0,u82497
82511,User-82511,"firenze, toscana, italy",,u82511
82825,User-82825,"alexandria, virginia, usa",38.0,u82825
82831,User-82831,"nashville, tennessee, usa",21.0,u82831
82893,User-82893,"san antonio, texas, usa",40.0,u82893
83109,User-83109,"montreal, quebec, canada",,u83109
83235,User-83235,"alsip, illinois, usa",,u83235
83287,User-83287,"tulsa, oklahoma, usa",45.0,u83287
83431,User-83431,"trenton, ontario, canada",35.0,u83431
83443,User-83443,"grifton, ,",,u83443
83496,User-83496,"westfield, new jersey, usa",,u83496
83637,User-83637,"raleigh, north carolina, usa",57.0,u83637
83646,User-83646,"covington, virginia, usa",34.0,u83646
83671,User-83671,"iowa city, ,",52.0,u83671
83775,User-83775,"sunnyvale, california, usa",,u83775
83971,User-83971,"asheville, north carolina, usa",59.0,u83971
84024,User-84024,"abilene, texas, usa",37.0,u84024
84178,User-84178,"ypsilanti, michigan, usa",44.0,u84178
84479,User-84479,"philadelphia, pennsylvania, usa",25.0,u84479
84523,User-84523,"apopka, ,",30.0,u84523
84729,User-84729,"temple, georgia, usa",55.0,u84729
84795,User-84795,"alpharetta, ,",,u84795
84882,User-84882,"woodstock, georgia, usa",,u84882
84897,User-84897,"pleasanton, california, usa",,u84897
84910,User-84910,"chicago, illinois, usa",20.0,u84910
85043,User-85043,"charlottesville, virginia, usa",,u85043
85256,User-85256,"trempealeau, wisconsin, usa",37.0,u85256
85367,User-85367,"gloversville, new york, usa",17.0,u85367
85426,User-85426,"chisholm, minnesota, usa",23.0,u85426
85502,User-85502,"orem, utah, usa",,u85502
85526,User-85526,"victoria, british columbia, canada",36.0,u85526
85587,User-85587,"hot springs, arkansas, usa",49.0,u85587
85656,User-85656,"cottage grove, oregon, usa",41.0,u85656
85701,User-85701,"savannah, georgia, usa",37.0,u85701
85757,User-85757,"pawtucket, rhode island, usa",40.0,u85757
85993,User-85993,"portland, oregon, usa",40.0,u85993
86093,User-86093,"morgantown, west virginia, usa",25.0,u86093
86123,User-86123,"peterborough, ontario, canada",,u86123
86145,User-86145,"alexandria, virginia, usa",45.0,u86145
86189,User-86189,"tustin, california, usa",,u86189
86202,User-86202,"sydney, new south wales, australia",26.0,u86202
86242,User-86242,"new york, new york, usa",24.0,u86242
86243,User-86243,"christchurch, canterbury, new zealand",,u86243
86392,User-86392,"cornwall, prince edward island, canada",25.0,u86392
86408,User-86408,"vista, california, usa",39.0,u86408
86489,User-86489,"toledo, ohio, usa",26.0,u86489
86720,User-86720,"calgary, alberta, canada",,u86720
86835,User-86835,"mercer island, ,",,u86835
86959,User-86959,"oklahoma city, oklahoma, usa",29.0,u86959
86969,User-86969,"forest grove, oregon, usa",59.0,u86969
87051,User-87051,"colorado springs, colorado, usa",31.0,u87051
87141,User-87141,"huntington beach, california, usa",,u87141
87351,User-87351,"hoboken, new jersey, usa",28.0,u87351
87401,User-87401,"rush, new york, usa",40.0,u87401
87555,User-87555,"lexington, kentucky, usa",31.0,u87555
87712,User-87712,"yarmouth, nova scotia, canada",19.0,u87712
87820,User-87820,"aloha, oregon, usa",49.0,u87820
87911,User-87911,"new york, new york, usa",20.0,u87911
87929,User-87929,"portland, maine, usa",25.0,u87929
87938,User-87938,"n/a, n/a, malaysia",15.0,u87938
87949,User-87949,"gladewater, texas, usa",44.0,u87949
87964,User-87964,"toledo, ohio, usa",56.0,u87964
88122,User-88122,"jacksonville, north carolina, usa",30.0,u88122
88187,User-88187,"edjewater park, new jersey, usa",36.0,u88187
88229,User-88229,"thermopolis, wyoming, usa",44.0,u88229
88283,User-88283,"hamburg, hamburg, germany",24.0,u88283
88288,User-88288,"bedford, massachusetts, usa",,u88288
88389,User-88389,"severna park, maryland, usa",77.0,u88389
88412,User-88412,"toronto, ontario, canada",36.0,u88412
88620,User-88620,"heemstede, noord-holland, netherlands",27.0,u88620
88652,User-88652,"lanham, maryland, usa",83.0,u88652
88677,User-88677,"laval, quebec, canada",44.0,u88677
88693,User-88693,"shanghai, shanghai, china",30.0,u88693
88733,User-88733,"houston, texas, usa",,u88733
88738,User-88738,"harpers ferry, west virginia, usa",,u88738
88793,User-88793,"arcata, california, usa",25.0,u88793
88937,User-88937,"cary, north carolina, usa",39.0,u88937
89014,User-89014,"surfside beach, south carolina, usa",,u89014
89391,User-89391,"wichita, kansas, usa",,u89391
89507,User-89507,"pt.pleasant, new jersey, usa",30.0,u89507
89551,User-89551,"colorado springs, colorado, usa",29.0,u89551
89602,User-89602,"honolulu, hawaii, usa",,u89602
89851,User-89851,"warminster, pennsylvania, usa",,u89851
89852,User-89852,"chambersburg, pennsylvania, usa",23.0,u89852
89874,User-89874,"virginia beach, virginia, usa",33.0,u89874
90049,User-90049,"victoria, british columbia, canada",30.0,u90049
90075,User-90075,"athens, alabama, usa",57.0,u90075
90137,User-90137,"norfolk, virginia, usa",40.0,u90137
90198,User-90198,"cornwall, new york,",34.0,u90198
90322,User-90322,"lakeland, minnesota, usa",,u90322
90391,User-90391,"queens, new york, usa",41.0,u90391
90417,User-90417,"rye, new hampshire, usa",40.0,u90417
90467,User-90467,"memphis, tennessee, usa",,u90467
90517,User-90517,"ft lauderdale, florida, usa",41.0,u90517
90614,User-90614,"warren, michigan, usa",30.0,u90614
90616,User-90616,"southfield, michigan, usa",,u90616
90653,User-90653,"evansville, indiana, usa",29.0,u90653
90657,User-90657,"rome, georgia, usa",,u90657
91002,User-91002,"anytown, new york, usa",37.0,u91002
91017,User-91017,"holtsville, ,",54.0,u91017
91058,User-91058,"blanco, texas, usa",63.0,u91058
91103,User-91103,"casper, wyoming, usa",35.0,u91103
91113,User-91113,"chicago, illinois, usa",26.0,u91113
91130,User-91130,"mcleansville, north carolina, usa",39.0,u91130
91184,User-91184,"kuala lumpur, kuala lumpur, malaysia",31.0,u91184
91203,User-91203,"glasgow, scotland, united kingdom",30.0,u91203
91342,User-91342,"doha, doha, qatar",29.0,u91342
91449,User-91449,"farncombe, surrey, united kingdom",34.0,u91449
91491,User-91491,"rauma, satakunta, finland",26.0,u91491
91634,User-91634,"pgh, pennsylvania, usa",,u91634
91647,User-91647,"industry, pennsylvania, usa",49.0,u91647
91761,User-91761,"minneapolis, minnesota, usa",,u91761
91832,User-91832,"miami, florida, usa",,u91832
92132,User-92132,"terre haute, indiana, usa",20.0,u92132
92152,User-92152,"tampa, florida, usa",57.0,u92152
92156,User-92156,"peoria, illinois, usa",,u92156
92405,User-92405,"dortmund, nordrhein-westfalen, germany",26.0,u92405
92498,User-92498,"sydney, new south wales, australia",,u92498
92547,User-92547,"baker city, oregon, usa",29.0,u92547
92810,User-92810,"manistee, michigan, usa",60.0,u92810
92853,User-92853,"ely, england, united kingdom",,u92853
92861,User-92861,"vancouver, british columbia, canada",,u92861
92979,User-92979,"fairfield, california, usa",,u92979
93034,User-93034,"london, england, united kingdom",45.0,u93034
93046,User-93046,"fallon, nevada, usa",47.0,u93046
93047,User-93047,"nashua, new hampshire, usa",52.0,u93047
93092,User-93092,"sherwood park, alberta, canada",22.0,u93092
93130,User-93130,"saskatoon, saskatchewan, canada",61.0,u93130
93179,User-93179,"san diego, california, usa",,u93179
93363,User-93363,"farmington hills, michigan, usa",30.0,u93363
93364,User-93364,"calhoun, kentucky, usa",27.0,u93364
93426,User-93426,"plano, texas, usa",35.0,u93426
93453,User-93453,"palm desert, california, usa",1.0,u93453
93565,User-93565,"tustin, ,",72.0,u93565
93629,User-93629,"baton rouge, louisiana, usa",54.0,u93629
93631,User-93631,"halifax, ,",26.0,u93631
93636,User-93636,"toronto, ontario, canada",,u93636
94263,User-94263,"union grove, north carolina, usa",21.0,u94263
94347,User-94347,"oakland, new jersey, usa",44.0,u94347
94494,User-94494,"tacoma, washington, usa",24.0,u94494
94495,User-94495,"gettysburg, pennsylvania, usa",,u94495
94529,User-94529,"o fallon, missouri, usa",31.0,u94529
94630,User-94630,"allegan, michigan, usa",,u94630
94730,User-94730,"edinburgh, lothian, united kingdom",27.0,u94730
94787,User-94787,"cleveland, ohio, usa",24.0,u94787
94853,User-94853,"christchurch, canterbury, new zealand",27.0,u94853
94923,User-94923,"brick, new jersey, usa",40.0,u94923
94951,User-94951,"san jose, california, usa",37.0,u94951
94965,User-94965,"albany, new york, usa",26.0,u94965
94985,User-94985,"sant cugat del vallès, catalunya, spain",39.0,u94985
95010,User-95010,"san jose, california, usa",,u95010
95025,User-95025,"boise, idaho, usa",21.0,u95025
95043,User-95043,"thousand oaks, california, usa",38.0,u95043
95173,User-95173,"sterling heights, michigan, usa",,u95173
95226,User-95226,"pickering, ontario, canada",30.0,u95226
95250,User-95250,"prospect, kentucky, usa",,u95250
95316,User-95316,"fredericton, new brunswick, canada",,u95316
95359,User-95359,"charleston, west virginia, usa",33.0,u95359
95393,User-95393,"austin, texas, usa",33.0,u95393
95452,User-95452,"st louis, missouri, usa",76.0,u95452
95506,User-95506,"chester, cheshire, united kingdom",42.0,u95506
95509,User-95509,"canoga park, california, usa",38.0,u95509
95574,User-95574,"philadelphia, pennsylvania, usa",37.0,u95574
95903,User-95903,"mason, ohio, usa",27.0,u95903
95907,User-95907,"boston, massachusetts, usa",,u95907
95921,User-95921,"st james, western australia, australia",,u95921
95923,User-95923,"bloomfield, new jersey, usa",17.0,u95923
95932,User-95932,"manchester, new hampshire, usa",36.0,u95932
95991,User-95991,"santa ana, california, usa",28.0,u95991
96053,User-96053,"omaha, nebraska, usa",,u96053
96054,User-96054,"ottawa, ontario, canada",29.0,u96054
96320,User-96320,"houston, texas, usa",51.0,u96320
96357,User-96357,"aiken, south carolina, usa",31.0,u96357
96440,User-96440,"rochester, new york, usa",29.0,u96440
96448,User-96448,"albuquerque, new mexico, usa",,u96448
96474,User-96474,"manchester, connecticut, usa",29.0,u96474
96554,User-96554,"barcelona, catalunya, spain",36.0,u96554
96744,User-96744,"jerez de la frontera, cadiz, spain",34.0,u96744
96869,User-96869,"sevilla, sevilla, spain",28.0,u96869
96970,User-96970,"minneapolis, minnesota, usa",42.0,u96970
97179,User-97179,"ryde, isle of wight, united kingdom",40.0,u97179
97208,User-97208,"san rafael, california, usa",,u97208
97290,User-97290,"londonderry, new hampshire, usa",24.0,u97290
97324,User-97324,"costa de caparica, lisbon, portugal",29.0,u97324
97423,User-97423,"belle plaine, minnesota, usa",27.0,u97423
97587,User-97587,"toronto, ontario, canada",45.0,u97587
97694,User-97694,"vancouver, british columbia, canada",25.0,u97694
97721,User-97721,"castro valley, california, usa",46.0,u97721
97754,User-97754,"schenectady, new york, usa",46.0,u97754
97874,User-97874,"n/a, british columbia, canada",,u97874
98263,User-98263,"north vancouver, british columbia, canada",35.0,u98263
98297,User-98297,"espoo, uusimaa, finland",24.0,u98297
98356,User-98356,"west blocton, alabama, usa",45.0,u98356
98391,User-98391,"morrow, georgia, usa",52.0,u98391
98440,User-98440,"yuma, arizona, usa",17.0,u98440
98484,User-98484,"west point, new york, usa",18.0,u98484
98525,User-98525,"los angeles, california, usa",22.0,u98525
98547,User-98547,"columbia, south carolina, usa",43.0,u98547
98574,User-98574,"ft washington, maryland, usa",,u98574
98628,User-98628,"kuwait, kuwait, kuwait",17.0,u98628
98647,User-98647,"selayang, selangor, malaysia",26.0,u98647
98686,User-98686,"norfolk, virginia, usa",32.0,u98686
98723,User-98723,"cincinnati, ohio, usa",29.0,u98723
98741,User-98741,"fairbanks, alaska, usa",30.0,u98741
98758,User-98758,"calgary, alberta, canada",25.0,u98758
98783,User-98783,"richboro, pennsylvania, usa",30.0,u98783
98787,User-98787,"melbourne, victoria, australia",26.0,u98787
98887,User-98887,"colorado springs, colorado, usa",49.0,u98887
98904,User-98904,"billings, montana, usa",28.0,u98904
98923,User-98923,"liberty township, ohio, usa",,u98923
98930,User-98930,"northampton, massachusetts, usa",,u98930
98943,User-98943,"toronto, ontario, canada",32.0,u98943
99032,User-99032,"white plains, new york, usa",25.0,u99032
99204,User-99204,"san antonio, texas, usa",,u99204
99312,User-99312,"apple valley, minnesota, usa",28.0,u99312
99313,User-99313,"lake oswego, oregon, usa",35.0,u99313
99322,User-99322,"mesa, arizona, usa",,u99322
99347,User-99347,"muskegon, michigan, usa",30.0,u99347
99441,User-99441,"seattle, washington, usa",33.0,u99441
99523,User-99523,"bucharest, n/a, romania",28.0,u99523
99630,User-99630,"framingham, massachusetts, usa",24.0,u99630
99720,User-99720,"dahlonega, georgia, usa",,u99720
99955,User-99955,"lockport, new york, usa",14.0,u99955
99996,User-99996,"toronto, ontario, canada",43.0,u99996
100009,User-100009,"victoria, british columbia, canada",49.0,u100009
100088,User-100088,"burnley, england, united kingdom",26.0,u100088
100227,User-100227,"tehran, tehran, iran",36.0,u100227
100264,User-100264,"brunswick, ohio, usa",37.0,u100264
100361,User-100361,"chicago, illinois, usa",32.0,u100361
100393,User-100393,"riverside, california, usa",,u100393
100459,User-100459,"bay area, california, usa",38.0,u100459
100471,User-100471,"new albany, indiana, usa",39.0,u100471
100578,User-100578,"dublin, co. dublin, ireland",46.0,u100578
100644,User-100644,"heilbronn, baden-wuerttemberg, germany",26.0,u100644
100648,User-100648,"london, england, united kingdom",54.0,u100648
100815,User-100815,"vancouver, british columbia, canada",30.0,u100815
100846,User-100846,"plainfield, illinois, usa",39.0,u100846
100906,User-100906,"seattle, washington, usa",34.0,u100906
101035,User-101035,"san antonio, texas, usa",33.0,u101035
101141,User-101141,"cincinnati, ohio, usa",57.0,u101141
101196,User-101196,"new york, new york, usa",36.0,u101196
101209,User-101209,"ft huachuca, arizona, usa",44.0,u101209
101304,User-101304,"chesapeake, virginia, usa",68.0,u101304
101305,User-101305,"milwaukee, wisconsin, usa",29.0,u101305
101606,User-101606,"niagara falls, ontario, canada",32.0,u101606
101620,User-101620,"brookland, arkansas, usa",,u101620
101731,User-101731,"prince george, british columbia, canada",,u101731
101851,User-101851,"keizer, oregon, usa",29.0,u101851
101876,User-101876,"nicholasville, kentucky, usa",38.0,u101876
102220,User-102220,"acapulco, n/a, mexico",54.0,u102220
102275,User-102275,"saint clair, michigan, usa",52.0,u102275
102359,User-102359,"springfield, oregon, usa",,u102359
102564,User-102564,"marseilles, illinois, usa",54.0,u102564
102647,User-102647,"modesto, california, usa",14.0,u102647
102702,User-102702,"honolulu, hawaii, usa",34.0,u102702
102705,User-102705,"ottawa, ontario, canada",22.0,u102705
102772,User-102772,"fort myers, florida, usa",74.0,u102772
102945,User-102945,"meshoppen, pennsylvania, usa",,u102945
102967,User-102967,"olympia, washington, usa",54.0,u102967
103304,User-103304,"st louis, missouri, usa",44.0,u103304
103336,User-103336,"tucson, arizona, usa",55.0,u103336
103445,User-103445,"amarillo, texas, usa",50.0,u103445
103811,User-103811,"st. paul, minnesota, usa",25.0,u103811
104051,User-104051,"vacaville, california, usa",29.0,u104051
104058,User-104058,"newark, ohio, usa",,u104058
104113,User-104113,"springfield, missouri, usa",24.0,u104113
104144,User-104144,"florence, alabama, usa",65.0,u104144
104211,User-104211,"chattanooga, tennessee, usa",39.0,u104211
104243,User-104243,"coatesville, pennsylvania, usa",60.0,u104243
104311,User-104311,"salinas, puerto rico, usa",,u104311
104334,User-104334,"federal way, washington, usa",65.0,u104334
104362,User-104362,"eugene, oregon, usa",45.0,u104362
104399,User-104399,"middletown, ohio, usa",29.0,u104399
104413,User-104413,"sacramento, california, usa",53.0,u104413
104429,User-104429,"brainerd, minnesota, usa",39.0,u104429
104505,User-104505,"bend, oregon,",34.0,u104505
104636,User-104636,"youngstown, ohio, usa",,u104636
104657,User-104657,"cave creek, arizona, usa",25.0,u104657
104665,User-104665,"altoona, iowa, usa",30.0,u104665
104880,User-104880,"madison, wisconsin, usa",21.0,u104880
105028,User-105028,"kuala lumpur, federal territory, malaysia",22.0,u105028
105054,User-105054,"edmonton, alberta, canada",29.0,u105054
105058,User-105058,"north york, ontario, canada",32.0,u105058
105108,User-105108,"st. louis, missouri, usa",35.0,u105108
105214,User-105214,"pittsburgh, pennsylvania, usa",34.0,u105214
105221,User-105221,"la mesa, california, usa",15.0,u105221
105374,User-105374,"montreal, quebec, canada",25.0,u105374
105517,User-105517,"calgary, alberta, canada",28.0,u105517
105536,User-105536,"belleville, new jersey, usa",17.0,u105536
105627,User-105627,"london, ontario, canada",23.0,u105627
105937,User-105937,"tampa, florida, usa",27.0,u105937
105968,User-105968,"anchorage, alaska, usa",41.0,u105968
105979,User-105979,"oakland, california, usa",26.0,u105979
106007,User-106007,"santa rosa, california, usa",29.0,u106007
106059,User-106059,"apo, armed services europe, usa",34.0,u106059
106114,User-106114,"bloomington, indiana, usa",,u106114
106131,User-106131,"lorton, virginia, usa",32.0,u106131
106208,User-106208,"las piñas, n/a, philippines",22.0,u106208
106225,User-106225,"chicago, illinois, usa",38.0,u106225
106280,User-106280,"toronto, ,",,u106280
106294,User-106294,"tarrytown, new york, usa",,u106294
106331,User-106331,"toronto, ontario, canada",,u106331
106369,User-106369,"danbury, connecticut, usa",30.0,u106369
106768,User-106768,"lexington, kentucky, usa",23.0,u106768
106845,User-106845,"sunland, california, usa",,u106845
106849,User-106849,"dunkirk, indiana, usa",39.0,u106849
106950,User-106950,"peterborough, ontario, canada",,u106950
107021,User-107021,"indianapolis, indiana, usa",45.0,u107021
107244,User-107244,"appleton, wisconsin, usa",50.0,u107244
107258,User-107258,"lowell, massachusetts, usa",,u107258
107301,User-107301,"west kensington, london, united kingdom",31.0,u107301
107326,User-107326,"denver, colorado, usa",28.0,u107326
107453,User-107453,"chunchula, alabama, usa",18.0,u107453
107510,User-107510,"lisboa, lisboa, portugal",27.0,u107510
107523,User-107523,"north hollywood, california, usa",,u107523
107784,User-107784,"tarentum, pennsylvania, usa",,u107784
107951,User-107951,"tübingen, baden-württemberg, germany",,u107951
108005,User-108005,"greenfield, wisconsin, usa",29.0,u108005
108155,User-108155,"indianapolis, indiana, usa",29.0,u108155
108243,User-108243,"canton, ga, usa",14.0,u108243
108285,User-108285,"appleton, wisconsin, usa",22.0,u108285
108352,User-108352,"rochester, michigan, usa",37.0,u108352
108405,User-108405,"irvine, ,",49.0,u108405
108480,User-108480,"caracas, dtto federal, venezuela",,u108480
108485,User-108485,"roseburg, oregon, usa",32.0,u108485
108535,User-108535,"clifton, new jersey, usa",,u108535
108752,User-108752,"fort polk, louisiana, usa",31.0,u108752
108773,User-108773,"él médano, santa cruz de tenerife, canary islands, spain",57.0,u108773
108799,User-108799,"kaneohe, hawaii, usa",,u108799
108827,User-108827,"los angeles, california, usa",,u108827
108950,User-108950,"voorhees, new jersey, usa",43.0,u108950
109084,User-109084,"hillsboro, oregon, usa",44.0,u109084
109287,User-109287,"mississauga, ontario, canada",19.0,u109287
109349,User-109349,"exton, pennsylvania,",,u109349
109357,User-109357,"leuven, vlaams-brabant, belgium",,u109357
109461,User-109461,"oklahoma city, oklahoma, usa",30.0,u109461
109491,User-109491,"brentwood, california, usa",40.0,u109491
109516,User-109516,"bear, delaware, usa",25.0,u109516
109519,User-109519,"la mesa, california, usa",32.0,u109519
109574,User-109574,"edmonton, alberta, canada",50.0,u109574
109779,User-109779,"arab, alabama, usa",25.0,u109779
109864,User-109864,"lafayette, colorado, usa",,u109864
109899,User-109899,"garnerville, new york, usa",,u109899
109901,User-109901,"sydney, new south wales, australia",59.0,u109901
109955,User-109955,"adelaide, south australia, australia",,u109955
110029,User-110029,"norwich, england, united kingdom",27.0,u110029
110110,User-110110,"penetanguishene, ontario, canada",25.0,u110110
110165,User-110165,"council bluffs, iowa, usa",,u110165
110317,User-110317,"virginia beach, virginia, usa",22.0,u110317
110361,User-110361,"san diego, california, usa",29.0,u110361
110373,User-110373,"livingston, new jersey, usa",,u110373
110382,User-110382,"brooklyn, new york, usa",35.0,u110382
110440,User-110440,"fairfax, virginia, usa",29.0,u110440
110483,User-110483,"fredericton, new brunswick, canada",30.0,u110483
110558,User-110558,"los angeles, california, usa",,u110558
110700,User-110700,"cincinnati, ohio, usa",,u110700
110887,User-110887,"olympia, washington, usa",58.0,u110887
110912,User-110912,"milpitas, california, usa",36.0,u110912
110934,User-110934,"kirkland, washington, usa",46.0,u110934
110973,User-110973,"wiley ford, west virginia, usa",43.0,u110973
111133,User-111133,"citrus springs, florida, usa",50.0,u111133
111174,User-111174,"austin, texas, usa",,u111174
111190,User-111190,"belton, texas, usa",53.0,u111190
111241,User-111241,"spokane, washington, usa",,u111241
111286,User-111286,"orlando, florida, usa",45.0,u111286
111578,User-111578,"fremont, california, usa",,u111578
111634,User-111634,"kent, washington, usa",44.0,u111634
111637,User-111637,"tiburon, california, usa",53.0,u111637
111816,User-111816,"portland, oregon, usa",,u111816
111847,User-111847,"sabine pass, texas, usa",38.0,u111847
111944,User-111944,"mannford, oklahoma, usa",23.0,u111944
111947,User-111947,"albuquerque, new mexico, usa",30.0,u111947
112001,User-112001,"barren springs, virginia, usa",43.0,u112001
112026,User-112026,"lakewood, washington, usa",17.0,u112026
112083,User-112083,"tucson, arizona, usa",25.0,u112083
112088,User-112088,"white bear lake, minnesota, usa",,u112088
112093,User-112093,"spencer, indiana, usa",35.0,u112093
112199,User-112199,"union, kentucky, usa",72.0,u112199
112298,User-112298,"atlanta, georgia,",,u112298
112401,User-112401,"brisbane, queensland, australia",49.0,u112401
112408,User-112408,"paramus, nj, usa",48.0,u112408
112541,User-112541,"sydney, new south wales, australia",22.0,u112541
112559,User-112559,"dallas, texas, usa",37.0,u112559
112590,User-112590,"delray beach, florida, usa",,u112590
112598,User-112598,"lantana, florida, usa",,u112598
112761,User-112761,"bronx, new york, usa",29.0,u112761
112845,User-112845,"fort langley, british columbia, canada",,u112845
112881,User-112881,"kitchener, ontario, canada",18.0,u112881
112953,User-112953,"davenport, iowa, usa",31.0,u112953
113030,User-113030,"vancouver, british columbia, canada",25.0,u113030
113270,User-113270,"evanston, illinois, usa",25.0,u113270
113334,User-113334,"calgary, alberta, canada",40.0,u113334
113435,User-113435,"bratenahl, ohio, usa",49.0,u113435
113519,User-113519,"pleasanton, california, usa",,u113519
113531,User-113531,"caulfield, missouri, usa",63.0,u113531
113657,User-113657,"dublin, ohio, usa",,u113657
113661,User-113661,"brownsville, california, usa",39.0,u113661
113663,User-113663,"ocala, ,",,u113663
113904,User-113904,"baltimore, maryland, usa",31.0,u113904
113944,User-113944,"derby, kansas, usa",,u113944
113955,User-113955,"webster, new york, usa",16.0,u113955
114007,User-114007,"new york, new york, usa",,u114007
114085,User-114085,"streamwood, illinois, usa",,u114085
114178,User-114178,"tokyo, tokyo, japan",30.0,u114178
114200,User-114200,"cleveland, ohio, usa",41.0,u114200
114216,User-114216,"ste-anne-de-bellevue, quebec, canada",,u114216
114265,User-114265,"raleigh, , usa",,u114265
114368,User-114368,"mechanicsville, maryland, usa",33.0,u114368
114414,User-114414,"edinburg, texas, usa",27.0,u114414
114444,User-114444,"alexandria, virginia, usa",34.0,u114444
114446,User-114446,"cardiff, wales, united kingdom",26.0,u114446
114544,User-114544,"antelope, california, usa",35.0,u114544
114581,User-114581,"san francisco, california, usa",23.0,u114581
114634,User-114634,"bucharest, n/a, romania",,u114634
114813,User-114813,"kirkland, washington, usa",,u114813
114868,User-114868,"edmonton, alberta, canada",31.0,u114868
114988,User-114988,"temple, texas, usa",37.0,u114988
115002,User-115002,"stockholm, stockholm, sweden",,u115002
115003,User-115003,"asheville, north carolina, usa",43.0,u115003
115120,User-115120,"sherman oaks, california, usa",29.0,u115120
115435,User-115435,"cincinnati, ohio, usa",30.0,u115435
115490,User-115490,"dekalb, illinois, usa",,u115490
115572,User-115572,"darlington, south carolina, usa",23.0,u115572
115679,User-115679,"las vegas, , usa",16.0,u115679
115692,User-115692,"blacksburg, virginia, usa",33.0,u115692
115971,User-115971,"upland, california, usa",31.0,u115971
116005,User-116005,"london, ontario, canada",28.0,u116005
116183,User-116183,"rochester, minnesota, usa",,u116183
116301,User-116301,"colonial heights, virginia, usa",30.0,u116301
116395,User-116395,"encinitas, california, usa",,u116395
116521,User-116521,"bakersfield, california, usa",25.0,u116521
116599,User-116599,"tehran, tehran, iran",29.0,u116599
116758,User-116758,"paullina, iowa, usa",38.0,u116758
116866,User-116866,"ottawa, ,",,u116866
